,id,user_id,created_at,text,Clean,Translate
13,1065850909043830785,alynurrahmann,2018-11-23 06:13:53,&lt;~~ sepanjang nonton fantastic beast masuk angin. Setengah mampus nahan sendawa dan kentut.,             sepanjang    nonton    fantastic    beast    masuk    angin         setengah    mampus    nahan    sendawa    dan    kentut       ,as long as the fantastical beast came in half the wind blowing through the bustle and fart
14,1065646703540264961,__geger,2018-11-22 16:42:27,"Setelah nonton Fantastic Beast 2, gw sangat yakin klo Grindelwald itu sarjana komunikasi",  setelah    nonton    fantastic    beast    2         saya    sangat    yakin    kalau    grindelwald    itu    sarjana    komunikasi  ,After watching Fantastic Beast 2 I was very confident that Grindelwald was a bachelor of communication
15,1065624160527802368,hello_naa,2018-11-22 15:12:52,Beloooom nontoooon fantastic beast..... knp premiere nya di tanggal2 keramat.,  belum    nonton    fantastic    beast             kenapa    premiere    nya    di    tanggal tanggal    keramat       ,"I haven't watched fantastic beast, why is the premiere on the sacred date"
16,1065608604294631424,Tiffanyalvz,2018-11-22 14:11:03,Sumpah w nntn fantastic beast ga ngerti jalan ceritanya wkwkwk. Maaf ya,  sumpah    saya    nonton    fantastic    beast    tidak    mengerti    jalan    ceritanya    wkwkwk         maaf    ya  ,"I swear I watched fantastic beast, I don't understand the story, I'm sorry"
17,1065608470307565568,luthfirama_,2018-11-22 14:10:32,Fantastic beast kali ini cukup mengecewakan krn cerita yang kurang dikembangkan. Semua ini adalah opini pirbadi dan hasil menonton,  fantastic    beast    kali    ini    cukup    mengecewakan    karena    cerita    yang    kurang    dikembangkan         semua    ini    adalah    opini    pirbadi    dan    hasil    menonton  ,fantastic beast this time was quite disappointing because the stories that were not developed were all personal opinions and the results of watching
18,1065604105073115136,gerrykusuma13,2018-11-22 13:53:11,"#spoileralert Fantastic beast 2 sekilas jalan ceritanya seperti drama sinetron indosiar, ""putra yang tertukar""",   spoileralert    fantastic    beast    2    sekilas    jalan    ceritanya    seperti    drama    sinetron    indosiar              putra    yang    tertukar       ,spoileralert fantastic beast 2 at a glance the storyline is like the drama of the indosiar soap opera son who was swapped
19,1065573998048595968,kalamfthr,2018-11-22 11:53:33,"fantastic beast, bohemian, terus ada lagi robin hood. kasian dong dompet saya lama lama🙃🙃🙃",  fantastic    beast         bohemian         terus    ada    lagi    robin    hood         kasihan    dong    dompet    saya    lama    lama     upside down face      upside down face      upside down face   ,the fantastic bohemian beast continues robin hood pity my wallet upside down face for a long time upside down face upside down face
20,1065543120530497536,ineedspacexx,2018-11-22 09:50:51,akhirnya udah nonton fantastic beast 😆,  akhirnya    sudah    nonton    fantastic    beast     grinning squinting face   ,finally I watched fantastic beast grinning squinting face
21,1065506565652803584,tdprima,2018-11-22 07:25:36,"Nonton bioskop sendiri itu hal yg wajar ga sih, pgen nonton fantastic beast tapi ya gitu ga ada temen yg paham ama filmnya. 😥",  nonton    bioskop    sendiri    itu    hal    yang    wajar    tidak    sih         ingin    nonton    fantastic    beast    tapi    ya    begitu    tidak    ada    temen    yang    paham    sama    filmnya          sad but relieved face   ,"watching the cinema itself is a natural thing, I don't want to watch fantastic beast, but yes, there are no friends who understand the same film sad but relieved face"
22,1065505045259550720,annisa_rianti,2018-11-22 07:19:33,Fix kayanya sekumpulan cast Fantastic Beast (yg cowok) lagi be usaha mengembalikan nama baik Johnny Depp,  fix    kayanya    sekumpulan    cast    fantastic    beast         yang    cowok         lagi    be    usaha    mengembalikan    nama    baik    johnny    depp  ,fix the fantastic set of fantastic beast casts that guys are trying to restore the good name of Johnny Depp
23,1065453635742515201,farhanalv,2018-11-22 03:55:16,Sebelum saka agari enaknya suzana apa fantastic beast ya,  sebelum    saka    agari    enaknya    suzana    apa    fantastic    beast    ya  ,"before Saka, how nice it is, Suzuki is fantastic beast"
24,1065431275564019712,florenciasendy,2018-11-22 02:26:25,Efek fantastic beast jadi nonton ulang harry potter sedari awal~,  efek    fantastic    beast    jadi    nonton    ulang    harry    potter    sedari    awal   ,"fantastic beast effect, so watch Harry Potter again from the start"
25,1065321364679155712,3d4c26b763cc88f,2018-11-21 19:09:40,rewatched Fantastic Beast and Tina still stunning,  rewatched    fantastic    beast    and    tina    still    stunning  ,rewatched    fantastic    beast    and    tina    still    stunning
26,1065304690101895168,Maria_Toyet,2018-11-21 18:03:25,Penggemar Harry Potter psti gemes bgt sama Fantastic Beast :The Crime of Grindelwarld 🤗,  penggemar    harry    potter    pasti    gemas    sangat    sama    fantastic    beast         the    crime    of    grindelwarld     hugging face   ,Harry Potter fans must be very nervous about the fantastic beast the crime of grind warld hugging face
27,1065301251175272448,Paansihu,2018-11-21 17:49:45,"2jam nonton fantastic beast. Keluar2 melongo ""Kita nonton apaan sih?""",  2 jam    nonton    fantastic    beast         keluar2    melongo         kita    nonton    apaan    sih            ,"2 hours watching fantastic beast coming out and watching, what the hell are we watching"
28,1065290788110663680,_tiabcd,2018-11-21 17:08:10,Jalan cerita Fantastic Beast yg kedua ini macam k-drama genre makjang.. 😂,  jalan    cerita    fantastic    beast    yang    kedua    ini    macam    k         drama    genre    makjang           face with tears of joy   ,"This second fantastic beast storyline is like a big genre drama, face with tears of joy"
29,1065282696119672832,gitanp_,2018-11-21 16:36:01,Fantastic beast tidak yah...,  fantastic    beast    tidak    iya         ,fantastic beast no yes
30,1065263203544793089,meivianaency,2018-11-21 15:18:34,"Cuy 
Fantastic Beast Crime of Grindelwald bikin mikir subhanallah, aku sakit mental",  cuy    fantastic    beast    crime    of    grindelwald    bikin    mikir    subhanallah         aku    sakit    mental  ,cuy fantastic beast crime of grindelwald makes me think subhanallah I'm mentally ill
31,1065246214742929410,inisihfree,2018-11-21 14:11:03,FANTASTIC BEAST KEREN BANGET GILSSS,  fantastic    beast    keren    sangat    gila  ,fantastic cool beast is very crazy
32,1065231440214843396,nchiehanie1,2018-11-21 13:12:21,"Enaknya malam2  gini sepulang kerja bikin suki sendiri sambil dengerin anak cerita  Film Fantastic Beast 2, 

#PesonaJAFFFilmFest",  enaknya    malam malam    gini    sepulang    kerja    bikin    suki    sendiri    sambil    dengerin    anak    cerita    film    fantastic    beast    2          pesonajafilmfest  ,good night at night this time after work make my own suki while listening to the children of the fantastic movie story beast 2 pesonajafilmfest
33,1065205268173086720,fajaraufar,2018-11-21 11:28:21,"Gantung bgst 😭
Ini Fantastic Beast bukan serial netflix kan yak?",  gantung    bgst     loudly crying face     ini    fantastic    beast    bukan    serial    netflix    kan    yak       ,"hanging up loudly crying face this fantastic beast is not a netflix series, isn't it yak"
34,1065198056700669953,khrisnaBK,2018-11-21 10:59:41,Suka sm karakter Newt di Fantastic Beast karena dia penyayang hewan,  suka    sama    karakter    newt    di    fantastic    beast    karena    dia    penyayang    hewan  ,likes the newt character on a fantastic beast because he's an animal lover
35,1065086719060402178,niahae30,2018-11-21 03:37:16,Kemarin gagal ntn fantastic beast hehe 😂😂😂,  kemarin    gagal    nonton    fantastic    beast    hehe     face with tears of joy      face with tears of joy      face with tears of joy   ,kemarin    gagal    nonton    fantastic    beast    hehe     face with tears of joy      face with tears of joy      face with tears of joy
36,1065052933060882432,Grumpy_Kitttens,2018-11-21 01:23:01,"Fantastic Beast 2 was beautifully made movie, most of the characters were great, but Story/plot 🚮",  fantastic    beast    2    was    beautifully    made    movie         most    of    the    characters    were    great         but    story         plot     litter in bin sign   ,fantastic    beast    2    was    beautifully    made    movie         most    of    the    characters    were    great         but    story         plot     litter in bin sign
37,1065049142068621312,andanifd,2018-11-21 01:07:57,"nagini looks so pretty and sweet in fantastic beast, just how did she ends up with voldemort",  nagini    looks    so    pretty    and    sweet    in    fantastic    beast         just    how    did    she    ends    up    with    voldemort  ,nagini    looks    so    pretty    and    sweet    in    fantastic    beast         just    how    did    she    ends    up    with    voldemort
38,1064962636259909637,pikopikoe,2018-11-20 19:24:13,/casually dodging myself for every spoiler-alike of fantastic beast bcs I haven't watched it yet/,       casually    dodging    myself    for    every    spoiler         alike    of    fantastic    beast    because    i    haven t    watched    it    yet   ,casually    dodging    myself    for    every    spoiler         alike    of    fantastic    beast    because    i    haven t    watched    it    yet
39,1064945519493935104,EdwinPahlevi,2018-11-20 18:16:12,"Pengalaman saya setelah menontonton fantastic beast seperti judul lagu bcl, kecewa.",  pengalaman    saya    setelah    menontonton    fantastic    beast    seperti    judul    lagu    bcl         kecewa       ,my experience after watching fantastic beast like the bcl song title was disappointed
40,1064940144824737792,oppaandmoney,2018-11-20 17:54:50,Yaudah gabut mau cerita pas nonton fantastic beast aja yang tiketnya antri dimana mana heuheu,  ya sudahlah    senggang    mau    cerita    saat    nonton    fantastic    beast    saja    yang    tiketnya    antri    dimana    mana    heuheu  ,"yes, it is free to tell when watching fantastic beast, the ticket is queued wherever heuheu"
41,1064920932165156864,gstkhrsm,2018-11-20 16:38:30,"OE I DON'T CARE ABOUT THE RATINGS AND SHIT, TO FANTASTIC BEAST 2 KEREN JIR.",  oe    i    don t    care    about    the    ratings    and    shit         to    fantastic    beast    2    keren    jir       ,oe    i    don t    care    about    the    ratings    and    shit         to    fantastic    beast    2    keren    jir
42,1064917922559156224,ediedires,2018-11-20 16:26:32,Fantastic beast boljug nih,  fantastic    beast    boleh juga    ini  ,fantastic beast can be this too
43,1064910234022342656,ngurahsaka,2018-11-20 15:55:59,Aku belum nnton fantastic beast,  aku    belum    nnton    fantastic    beast  ,I'm not fantastic beast yet
44,1064909136016506880,mamatrizky,2018-11-20 15:51:37,Tinggal suzanna dan fantastic beast yg blm gw tonton zzzz,  tinggal    suzanna    dan    fantastic    beast    yang    belum    saya    tonton    z  ,living in suzanna and fantastic beast that I haven't watched z
45,1064888643238522882,DhestHaha,2018-11-20 14:30:11,Kumau diajakin nnton Fantastic Beast :(,  kumau    diajakin    nnton    fantastic    beast        ,I want to be sure not to be a fantastic beast
46,1064888156955254785,amirasf14,2018-11-20 14:28:15,"Selama nonton Fantastic Beast, aku tersepona dengan aktingnya my luvly Johnny Depp.",  selama    nonton    fantastic    beast         aku    tersepona    dengan    aktingnya    my    lovely    johnny    depp       ,during watching fantastic beast I was surprised by my acting my lovely Johnny Depp
47,1064880138414768128,gaskafedi,2018-11-20 13:56:24,Yang mau nonton Fantastic Beast mending minta abangnya cepetin di scene-scene yang ada Nagini aja. Sisanya minim faedah,  yang    mau    nonton    fantastic    beast    mending    minta    abangnya    mempercepat    di    scene         scene    yang    ada    nagini    saja         sisanya    minim    faedah  ,those who want to watch fantastic beast need to ask his brother to speed up in the scene scene that there is only the rest of it is of little use
48,1064878781112844288,fyeahchmin,2018-11-20 13:51:00,I wanna watch Fantastic Beast; The Crime of Grindelwald agaaiiinnnn.,  i    wanna    watch    fantastic    beast         the    crime    of    grindelwald    agaain       ,i wanna watch fantastic beast the crime of grindelwald again
49,1064878771956674562,jbeoming,2018-11-20 13:50:58,"Just watched fantastic beast today, and iM SO HAPPY BCS FINALLY MET MY SON, CREDENCE AFTER 2 YEARS TIRED OF WAITING.",  just    watched    fantastic    beast    today         and    im    so    happy    because    finally    met    my    son         credence    after    2    years    tired    of    waiting       ,just    watched    fantastic    beast    today         and    im    so    happy    because    finally    met    my    son         credence    after    2    years    tired    of    waiting
50,1064876410282565633,sipietz,2018-11-20 13:41:35,Baru ngeh.. Ezra Miller itu the flash di justice league.. Yg jadi credence di fantastic beast..,  baru    sadar          ezra    miller    itu    the    flash    di    justice    league          yang    jadi    credence    di    fantastic    beast        ,just realized ezra miller was the flash in justice league which became a credential on fantastic beast
51,1064871609796710400,EsterEnjelita16,2018-11-20 13:22:30,Nonton fantastic beast yang ke 3 kali nya. Kenapa selalu mau nonton ya :((((,  nonton    fantastic    beast    yang    ke    3    kali    nya         kenapa    selalu    mau    nonton    ya               ,"watch the 3rd fantastic beast, why do you always want to watch?"
52,1064857196385599488,fathikhairina,2018-11-20 12:25:14,Sebel bgt nntn fantastic beast mbak2 disamping ngomul dr awal ampe akhir. Bilang filmnya gajelas. Yg ga jls tu lu mbak blegug maneh,  sebel    sangat    nonton    fantastic    beast    mbak2    disamping    berisik    dari    awal    sampai    akhir         bilang    filmnya    tidak jelas         yang    tidak    jelas    itu    kamu    mbak    goblok    kamu  ,sebel very watching fantastic beast mbak2 besides noisy from the beginning to the end says the film is not clear which is not clear it is you mbak goblok you
53,1064832602052251649,jaehyunjunhui,2018-11-20 10:47:30,Asique besok kelas ditiadakan apa w nonton fantastic beast aja ya besok umMMMmmmM,  asyik    besok    kelas    ditiadakan    apa    saya    nonton    fantastic    beast    saja    ya    besok    um  ,tomorrow's class is eliminated if I just watch fantastic beast tomorrow tomorrow um
54,1064832130339885056,Heyputrii,2018-11-20 10:45:38,"Wanna see if Newt and Harry meet each other. Hm Harry Potter and the Fantastic Beast Reunion
*Not bad*🦁🦔🐍🦅🦉👨‍🏫",  wanna    see    if    newt    and    harry    meet    each    other         hm    harry    potter    and    the    fantastic    beast    reunion         not    bad      lion face      U0001f994     snake      eagle      owl      man      u200d     school   ,wanna    see    if    newt    and    harry    meet    each    other         hm    harry    potter    and    the    fantastic    beast    reunion         not    bad      lion face      U0001f994     snake      eagle      owl      man      u200d     school
55,1064806856923574273,ariqyraihan,2018-11-20 09:05:12,Fantastic Beast 2 has 8 stars from me.,  fantastic    beast    2    has    8    stars    from    me       ,fantastic    beast    2    has    8    stars    from    me
56,1064804505076682754,Evermore_melody,2018-11-20 08:55:51,btw aku kemaren nonton fantastic beast,  by the way    aku    kemaren    nonton    fantastic    beast  ,by the way I was watching fantastic beast yesterday
57,1064800579636015104,meliwiii,2018-11-20 08:40:15,"Fantastic Beast: The Crimes of Grindelwald dalam 1 kalimat: 

Ezra Miller mencari jati diri.",  fantastic    beast         the    crimes    of    grindelwald    dalam    1    kalimat         ezra    miller    mencari    jati    diri       ,fantastic beast the crimes of grindelwald in 1 sentence ezra miller looking for identity
58,1064796098869350401,meliwiii,2018-11-20 08:22:27,Fantastic Beast: The Crimes of Grindelwald in IMAX 3D is a wholesome and amazing experience 👍🏻👍🏻👍🏻👍🏻,  fantastic    beast         the    crimes    of    grindelwald    in    imax    3d    is    a    wholesome    and    amazing    experience     thumbs up           thumbs up           thumbs up           thumbs up        ,fantastic    beast         the    crimes    of    grindelwald    in    imax    3d    is    a    wholesome    and    amazing    experience     thumbs up           thumbs up           thumbs up           thumbs up
59,1064795216002002944,qieta,2018-11-20 08:18:57,7.2351 utk fantastic beast 2. Nggak gitu mudeng. 🙊,  7 2351    untuk    fantastic    beast    2         tidak    begitu    paham          speak no evil monkey   ,7 2351 for the fantastic beast 2 don't really understand speak no evil monkey
60,1064794802900758528,lelakikardusss,2018-11-20 08:17:18,Hambok ayo nonton fantastic beast 😪,  hambok    ayo    nonton    fantastic    beast     sleepy face   ,hanbok let's watch fantastic beast sleepy face
61,1064790006588354560,NisaPrilia,2018-11-20 07:58:15,"Pada ngajakin nonton fantastic beast 2, tapi gue belum nonton yang pertamanya 😭",  pada    mengajak    nonton    fantastic    beast    2         tapi    saya    belum    nonton    yang    pertamanya     loudly crying face   ,to invite watching fantastic beast 2 but I haven't watched the first one which was loudly crying face
62,1064768201458778113,IbnAlam,2018-11-20 06:31:36,Fantastic beast seru ga ya?,  fantastic    beast    seru    tidak    ya       ,fantastic beast exclamation no huh
63,1064765510909214721,legacy99,2018-11-20 06:20:54,"Huh, seems like Fantastic Beast 2 movie isn't doing so well. That's interesting, I wonder why.",  huh         seems    like    fantastic    beast    2    movie    isn t    doing    so    well         that     s    interesting         i    wonder    why       ,huh         seems    like    fantastic    beast    2    movie    isn t    doing    so    well         that     s    interesting         i    wonder    why
64,1064754771599323136,kdwiw,2018-11-20 05:38:14,Robin hood dah keluar. Fantastic beast aja rada mager padahal dah nunggu dari awal tahun.,  robin    hood    dah    keluar         fantastic    beast    saja    agak    malas    padahal    dah    tunggu    dari    awal    tahun       ,"Robin Hood has come out fantastic beast, it was rather lazy when I waited from the beginning of the year"
65,1064747380451434496,cabbyjoey,2018-11-20 05:08:52,Fantastic Beast: Crimes of the Grindr World.,  fantastic    beast         crimes    of    the    grindr    world       ,fantastic    beast         crimes    of    the    grindr    world
66,1064743899892146176,mingcu88,2018-11-20 04:55:02,Fantastic beast... The crimes of grindelwald... Cool... Cgv nya kerennnn,  fantastic    beast           the    crimes    of    grindelwald           cool           cgv    nya    keren  ,fantastic    beast           the    crimes    of    grindelwald           cool           cgv    nya    keren
67,1064742477607759872,fitriatriana_,2018-11-20 04:49:23,Apakah fantastic beast beneran setidak masuk akal itu timelinenya?? .-.,  apakah    fantastic    beast    beneran    setidak    masuk    akal    itu    timelinenya                           ,"is it really a fantastic beast that doesn't make sense, it's the timeline"
68,1064733640028938240,superrrhore,2018-11-20 04:14:16,"Ada suzzana dan fantastic beast, pilihan yg menarik.",  ada    suzzana    dan    fantastic    beast         pilihan    yang    menarik       ,there are suzzana and fantastic beast interesting choices
69,1064731210163736576,komangdamagt,2018-11-20 04:04:36,Benciii banget fantastic beast 2 gantung 🙂,  benci    sangat    fantastic    beast    2    gantung     slightly smiling face   ,hate fantastic beast 2 hanging slightly smiling face
70,1064720059497512960,latchifa,2018-11-20 03:20:18,sisa uang tinggal 100rb sampe hari jumat. tapi ingin nonton fantastic beast. tapi maunya di cinemaxx. :((,  sisa    uang    tinggal    100    rb    hingga    hari    jumat         tapi    ingin    nonton    fantastic    beast         tapi    maunya    di    cinemaxx              ,the remaining money is 100 rb until Friday but I want to watch fantastic beast but I want it in Cinemaxx
71,1064716736383991808,ardiananton,2018-11-20 03:07:06,"Nonton FANTASTIC BEAST yukkk

#Tangerang",  nonton    fantastic    beast    ayo     tangerang  ,watch fantastic beast come tangerang
72,1064707208124948480,hilmanmrch,2018-11-20 02:29:14,"Fantastic beast, yuk",  fantastic    beast         ayo  ,fantastic    beast         ayo
73,1064704088284192768,dadangpml,2018-11-20 02:16:50,Nonton FANTASTIC BEAST yukkk...... #Tangerang,  nonton    fantastic    beast    ayo               tangerang  ,watch fantastic beast come tangerang
74,1064685498411544578,never_mind193,2018-11-20 01:02:58,I love fantastic beast 😂😂😂,  i    love    fantastic    beast     face with tears of joy      face with tears of joy      face with tears of joy   ,i    love    fantastic    beast     face with tears of joy      face with tears of joy      face with tears of joy
75,1064684291995533312,osmondiet,2018-11-20 00:58:10,"*baru nonton Fantastic Beast 2 beberapa hari lalu

Tapi masih kepikiran...
Apalagi ngeliat Albus Dumbledore..",       baru    nonton    fantastic    beast    2    beberapa    hari    lalu    tapi    masih    kepikiran           apalagi    ngeliat    albus    dumbledore        ,"I just watched fantastic beast 2 a few days ago but I still think about it, especially seeing Albus Dumbledore"
76,1064677728429850625,bungbed,2018-11-20 00:32:05,weekend wajib movie marathon A man called ahok - Fantastic beast - Suzanna,  weekend    wajib    movie    marathon    a    man    called    ahok         fantastic    beast         suzanna  ,weekend    wajib    movie    marathon    a    man    called    ahok         fantastic    beast         suzanna
77,1064675535341543424,RereBS,2018-11-20 00:23:22,"menonton fantastic beast, ft. mba mba bau keteg disebelah q.

mks loh mba, aga gak konsen sy.",  menonton    fantastic    beast         ft         mba    mba    bau    keteg    disebelah    q     mks    loh    mba         aga    tidak    konsen    saya       ,"watching a fantastic beast ft mba smelling keteg next to the mks loh, let's not concentrate on me"
78,1064668677751037953,azfiz,2018-11-19 23:56:08,"Setelah menonton 2 film Fantastic Beast, aku merasa perbedaannya dengan Harry Potter adalah, film tersebut bukan ditujukan untuk anak-anak.",  setelah    menonton    2    film    fantastic    beast         aku    merasa    perbedaannya    dengan    harry    potter    adalah         film    tersebut    bukan    ditujukan    untuk    anak anak       ,after watching 2 fantastic beast movies I felt the difference with Harry Potter was that the film was not intended for children
79,1064602502232891392,Aggungsay,2018-11-19 19:33:10,bukan binatang biasa = fantastic beast,  bukan    binatang    biasa         fantastic    beast  ,not an ordinary animal fantastic beast
80,1064584943613833217,kevinsantioso_,2018-11-19 18:23:24,Kecewa dengan fantastic beast. Ekspektasiku dipatahkan begitu saja. Padahal universenya udah menyenangkan banget.,  kecewa    dengan    fantastic    beast         ekspektasiku    dipatahkan    begitu    saja         padahal    universenya    sudah    menyenangkan    sangat       ,"disappointed with the fantastic beast, my expectations were just broken even though the university was very fun"
81,1064584338719703040,amindayoka,2018-11-19 18:21:00,mending nonton fantastic beast deh 💃,  mending    nonton    fantastic    beast    deh     woman dancing   ,better watch fantastic beast and woman dancing
82,1064577516701016064,meiisme,2018-11-19 17:53:53,Ngantuk tapi masih nyisa euforia habis nonton Fantastic Beast.,  ngantuk    tapi    masih    sisa    euforia    habis    nonton    fantastic    beast       ,sleepy but still the rest of the euphoria is gone watching fantastic beast
83,1064572995589402624,everytimeblue,2018-11-19 17:35:55,fantastic beast was fckin awesome and i must wait for the 3rd :(,  fantastic    beast    was    fucking    awesome    and    i    must    wait    for    the    3rd        ,fantastic    beast    was    fucking    awesome    and    i    must    wait    for    the    3rd
84,1064572139058032640,muthiaintansari,2018-11-19 17:32:31,Fantastic beast :((,  fantastic    beast         ,fantastic    beast
85,1064558507700084737,cintamitata,2018-11-19 16:38:21,"Nyari link buat streaming film fantastic beast , nemu tapi kwalitasnya masih CAM .. iyalah orang filmnya aja masih naik layar 😑",  cari    link    buat    streaming    film    fantastic    beast         ketemu    tapi    kwalitasnya    masih    cam          iyalah    orang    filmnya    saja    masih    naik    layar     expressionless face   ,"looking for a link to stream fantastic beast movies to meet but the quality is still cam, but the movie people still go up the screen expressionless face"
86,1064556593973317632,EdoZack,2018-11-19 16:30:45,Kuingin ntn fantastic beast :(,  kuingin    nonton    fantastic    beast        ,I want to watch fantastic beast
87,1064554603197300737,novarowisnu,2018-11-19 16:22:50,setengah sadar nonton fantastic beast,  setengah    sadar    nonton    fantastic    beast  ,half-conscious watching fantastic beast
88,1064552225731620864,slippedtwotimes,2018-11-19 16:13:23,Yah alamat nongton fantastic beast nunggu di indoxxi,  iya    alamat    nonton    fantastic    beast    tunggu    di    internet  ,yes the address is watching fantastic beast waiting on the internet
89,1064548190022656002,AnnsRzky,2018-11-19 15:57:21,Ku kalo di bayarin nntn fantastic beast lg jg mao wkwkw,  ku    kalau    di    bayarin    nonton    fantastic    beast    lagi    juga    mao    wkwkw  ,"if I pay, watch fantastic beast again and mao wkwkw"
90,1064543246913662977,rifqiabdillah_,2018-11-19 15:37:42,"Fantastic beast, is not that bad imo 🤔 said a potterhead, you might say 🙂",  fantastic    beast         is    not    that    bad    imo     thinking face     said    a    potterhead         you    might    say     slightly smiling face   ,fantastic    beast         is    not    that    bad    imo     thinking face     said    a    potterhead         you    might    say     slightly smiling face
91,1064535098702225408,pipitberliani,2018-11-19 15:05:20,"Jadi intinya fantastic beast yang skrg kita harus ntn lanjutannya entar 
Gemezzz njirrr rrrrrr",  jadi    intinya    fantastic    beast    yang    sekarang    kita    harus    nonton    lanjutannya    nanti    gemez    njir    rr  ,"so it's basically a fantastic beast that we now have to watch later, gemez njir rr"
92,1064534431342374913,giansmashanafie,2018-11-19 15:02:41,"Selesai nnton fantastic beast ke 2, jadi kangen nnton yg pertama.",  selesai    nnton    fantastic    beast    ke    2         jadi    kangen    nnton    yang    pertama       ,"finished with the fantastic second beast, so missed the first Newton"
